cerclis_id,name,address,county,state,hrs_score,reason,proposed,listed,construction_completed,partially_deleted,deleted,report,latitude,longitude
NHD980671069,South Municipal Water Supply Well,,Hillsborough,New Hampshire,,,9/8/1983,9/21/1984,12/15/1994,–,–,,,
NHD099363541,Sylvester,,Hillsborough,New Hampshire,,,12/30/1982,9/8/1983,4/8/1992,–,–,,,
NHD980524086,Auburn Road Landfill,,Rockingham,New Hampshire,,,12/30/1982,9/8/1983,4/3/1998,–,–,,,
NHD018958140,Beede Waste Oil,,Rockingham,New Hampshire,,,6/17/1996,12/23/1996,–,–,–,,,
NHD064424153,Coakley Landfill,,Rockingham,New Hampshire,,,10/15/1984,6/10/1986,9/29/1999,–,–,,,
NHD062002001,Kearsarge Metallurgical Corp.,,Carroll,New Hampshire,,,9/8/1983,9/21/1984,9/24/1993,–,–,,,
NHD092059112,Keefe Environmental Services,,Rockingham,New Hampshire,,,12/30/1982,9/8/1983,6/10/1993,–,–,,,
NHD980503361,Mottolo Pig Farm,,Rockingham,New Hampshire,,,4/10/1985,7/22/1987,9/30/1993,–,–,,,
NHD990717647,Ottati & Goss/Kingston Steel Drum,,Rockingham,New Hampshire,,,12/30/1982,9/8/1983,9/19/2008,–,–,,,
NH7570024847,Pease Air Force Base,,Rockingham,New Hampshire,,,7/14/1989,2/21/1990,9/26/2000,–,–,,,
NHD062004569,Tinkham Garage,,Rockingham,New Hampshire,,,12/30/1982,9/8/1983,4/7/1995,–,–,,,
NHD981063860,Town Garage/Radio Beacon,,Rockingham,New Hampshire,,,6/24/1988,3/31/1989,9/30/1992,–,–,,,
NHD980520191,Dover Municipal Landfill,,Strafford,New Hampshire,,,12/30/1982,9/8/1983,–,–,–,,,
NHD980520225,Somersworth Sanitary Landfill,,Strafford,New Hampshire,,,12/30/1982,9/8/1983,9/9/2005,–,–,,,
NHD989090469,Tibbetts Road,,Strafford,New Hampshire,,,4/10/1985,6/10/1986,9/29/1998,–,–,,,
NJD002173276,American Cyanamid,,Somerset,New Jersey,,,,09/08/1983,,,,,40.55556,-74.55945
NJD030253355,A.O. Polymer Corporation,,Sussex,New Jersey,,,,09/08/1983,,,,,41.043563,-74.628153
NJD980654149,Asbestos Dump,,Morris,New Jersey,,,,09/08/1983,,,,,40.672009,-74.525725
NJD981558430,Atlantic Resources Corporation,,Middlesex,New Jersey,,,,09/05/2002,,,,,40.48611,-74.31944
NJD063157150,Bog Creek Farm,,Monmouth,New Jersey,,,,09/08/1983,,,,,39.389839,-74.524042
NJD980505176,Brick Township Landfill,,Ocean,New Jersey,,,,09/08/1983,,,,,40.1098,-74.1311
NJD053292652,"Bridgeport Rental & Oil Services, Inc. (BROS)",,Gloucester,New Jersey,,,,09/08/1983,,,,,39.804636,-75.322563
NJD078251675,Brook Industrial Park,,Somerset,New Jersey,,,,10/04/1989,,,,,40.560003,-74.536694
NJD980504997,Burnt Fly Bog,,Monmouth,New Jersey,,,,09/08/1983,,,,,40.375,-74.27916
NJD048798953,Caldwell Trucking Company,,Essex,New Jersey,,,,09/08/1983[10],,,,,40.87638,-74.27138
NJD000607481,Chemical Control Corporation,,Union,New Jersey,,,,09/21/1984[11],,,,,40.63614,-74.201385
NJD980484653,Chemical Insecticide Corporation,,Middlesex,New Jersey,,,,08/30/1990[12],,,,,40.1098,-74.1311
NJD047321443,"Chemical Leaman Tank Lines, Inc.",,Gloucester,New Jersey,,,,09/21/1984[11],,,,,39.810221,-75.314678
NJD980528889,"Chemsol, Inc.",,Middlesex,New Jersey,,,,09/08/1983[13],,,,,40.562267,-74.444184
NJD001502517,Ciba-Geigy Corporation,,Ocean,New Jersey,,,,09/08/1983[14],,,,,39.96638,-74.215196
NJD980785638,Cinnaminson Ground Water Contamination,,Burlington,New Jersey,,,,06/10/1986[15],,,,,40.015887,-74.989821
NJD980530596,Combe Fill South Landfill,,Morris,New Jersey,,,,09/08/1983[16],,,,,40.769838,-74.732571
NJD981557879,"Cornell Dubilier Electronics, Inc.",,Middlesex,New Jersey,,,,7/22/1998[17],,,,,40.576429,-74.41228
NJD000565531,Cosden Chemical Coating Corporation,,Burlington,New Jersey,,,,07/22/1987[18],,,,,40.05818,-74.92589
NJD002141190,CPS/Madison Industries,,Middlesex,New Jersey,,,,09/08/1983[19],,,,,40.434029,-74.327279
NJN000204492,Crown Vantage Landfill,,Hunterdon,New Jersey,,,,9/10/2013,,,,,40.527465,-75.064608
NJD011717584,"Curcio Scrap Metal, Inc.",,Bergen,New Jersey,,,,07/22/1987[20],,,,,40.891062,-74.10331
NJD980529416,D’Imperio Property,,Atlantic,New Jersey,,,,09/08/1983[21],,,,,39.45443,-74.65888
NJD980761373,DeRewal Chemical Company,,Hunterdon,New Jersey,,,,09/21/1984[22],,,,,40.485333,-75.060065
NJD980528996,Diamond Alkali Company/Diamond Shamrock,,Essex,New Jersey,,,,9/8/1983,,,,,40.738988,-74.136103
NJD092226000,Diamond Head Oil Refinery,,Hudson,New Jersey,,,,09/05/2002[23],,,,,40.749674,-74.135447
NJD980654131,Dover Municipal Well #4,,Morris,New Jersey,,,,09/08/1983[24],,,,,40.887787,-74.543547
NJD980529085,Ellis Property,,Burlington,New Jersey,,,,09/08/1983[25],,,,,39.913553,-74.865916
NJD980772727,Emmells Septic Landfill,,Atlantic,New Jersey,,,,07/22/1993[26],,,,,39.50069,-74.54361
NJD980654222,Evor-Phillips Leasing Company,,Middlesex,New Jersey,,,,09/08/1983[27],,,,,40.427627,-74.336869
NJD980761365,Ewan Property,,Burlington,New Jersey,,,,09/21/1984[28],,,,,39.813942,-74.720211
NJ9690510020,FAA Technical Center,,Atlantic,New Jersey,,,,08/30/1990[29],,,,,39.469946,-74.595824
NJD980654107,Fair Lawn Well Fields,,Bergen,New Jersey,,,,09/08/1983[30],,,,,40.944018,-74.13323
NJ0001900281,Federal Creosote Company,,Somerset,New Jersey,,,,09/08/1983[31],,,,,40.544214,-74.584317
NJD986570992,Franklin Burn,,Gloucester,New Jersey,,,,06/17/1996[32],,,,,39.605869,-75.004724
NJD041828906,"Fried Industries, Inc.",,Middlesex,New Jersey,,,,06/10/1986[33],,,,,40.441322,-74.439636
NJD053280160,Garden State Cleaners,,Atlantic,New Jersey,,,,03/31/1986[34],,,,,39.51903,-74.94945
NJD980529192,GEMS Landfill,,Camden,New Jersey,,,,09/08/1983[35],,,,,39.779141,-75.011928
NJD063160667,Global Landfill,,Middlesex,New Jersey,,,,03/31/1989[36],,,,,40.456567,-74.301588
NJD980530109,Goose Farm,,Ocean,New Jersey,,,,09/08/1983[37],,,,,40.097227,-74.51629
NJD980505366,Helen Kramer Landfill,,Gloucester,New Jersey,,,,09/08/1983[38],,,,,39.786737,-74.201566
NJD002349058,"Hercules, Inc.",,Gloucester,New Jersey,,,,09/08/1983[39],,,,,39.829321,-75.279607
NJD053102232,"Higgins Disposal Services, Inc.",,Somerset,New Jersey,,,,08/30/1990[40],,,,,40.388181,-74.614878
NJD981490261,Higgins Farm,,Somerset,New Jersey,,,,03/31/1989[41],,,,,40.398971,-74.610034
NJD980663678,Horseshoe Road,,Middlesex,New Jersey,,,,09/25/1995[42],,,,,40.481131,-74.31795
NJ0001360882,Iceland Coin Laundry Area Ground Water Plume,,Cumberland,New Jersey,,,,08/22/1999[43],,,,,39.459428,-75.043876
NJD980654099,Imperial Oil Co./Champion Chemicals,,Monmouth,New Jersey,,,,09/08/1983[44],,,,,40.38436,-74.24479
NJD097400998,Jones Industrial Services Landfill (JIS),,Middlesex,New Jersey,,,,09/08/1983[45],,,,,40.371699,-74.458088
NJD002493054,"Kauffman & Minteer, Inc.",,Burlington,New Jersey,,,,03/31/1989[46],,,,,40.371699,-74.458088
NJD049860836,Kin-Buc Landfill,,Middlesex,New Jersey,,,,09/08/1983[47],,,,,40.491966,-74.382748
NJD048044325,Landfill & Development Company (L&D),,Burlington,New Jersey,,,,09/21/1984[48],,,,,39.977456,-74.759005
NJD980505382,Lang Property,,Burlington,New Jersey,,,,09/08/1983[49],,,,,39.942854,-74.495539
NJD079303020,"LCP Chemicals, Inc.",,Union,New Jersey,,,,07/28/1998[50],,,,,40.597985,-74.205304
NJD002168748,L.E. Carpenter Company,,Morris,New Jersey,,,,07/22/1983[51],,,,,40.904523,-74.577169
NJD014743678,Lightman Drum Company,,Camden,New Jersey,,,,10/22/1999[52],,,,,39.748668,-74.912567
NJD980505416,Lipari Landfill,,Gloucester,New Jersey,,,,09/08/1983[53],,,,,39.748668,-74.912567
NJD980505424,Lone Pine Landfill,,Monmouth,New Jersey,,,,09/08/1983[54],,,,,40.202693,-74.332542
NJD014623854,"Martin Aaron, Inc.",,Camden,New Jersey,,,,07/22/1999[55],,,,,39.926127,-75.118741
NJD980529762,Maywood Chemical Sites,,Bergen,New Jersey,,,,9/8/1999[56],,,,,40.896228,-74.073029
NJ0570024018,McGuire Air Force Base #1,,Burlington,New Jersey,,,,10/22/1999[57],,,,,40.038946,-74.590236
NJ0890090012,Middlesex Sampling Plant,,Middlesex,New Jersey,,,,01/19/1999[58],,,,,40.572043,-74.491919
NJD002517472,Metaltec/Aerosystems,,Sussex,New Jersey,,,,9/8/1983[59],,,,,41.110723,-74.598756
NJD980529408,"Monitor Devices, Inc.",,Monmouth,New Jersey,,,,6/10/1983[60],,,,,40.18421,-74.115967
NJD980654164,Montgomery Township Housing Development,,Somerset,New Jersey,,,,9/8/1983[61],,,,,40.410137,-74.645692
NJD980654198,Myers Property,,Hunterdon,New Jersey,,,,9/8/1983[62],,,,,40.59474,-74.934609
NJD002362705,Nascolite Corporation,,Cumberland,New Jersey,,,,9/21/1984[63],,,,,39.422209,-75.029815
NJ7170023744,Naval Air Engineering Center/Station,,Ocean,New Jersey,,,,8/30/1990[64],,,,,40.011558,-74.315017
NJ0170022172,Naval Weapons Station Earle,,Monmouth,New Jersey,,,,8/30/1990[64],,,,,40.265114,-74.162778
NJD061843249,"NL Industries, Inc.",,Salem,New Jersey,,,,9/8/1983[65],,,,,39.757063,-75.427472
NJ3210020704,Picatinny Arsenal,,Morris,New Jersey,,,,2/21/1990[66],,,,,40.901746,-74.566474
NJD980505648,PJP Landfill,,Hudson,New Jersey,,,,09/08/1983[67],,,,,40.734655,-74.079689
NJD981179047,Pohatcong Valley Ground Water Contamination,,Warren,New Jersey,,,,03/31/1989[68],,,,,40.704642,-75.015444
NJD070281175,Price Landfill #1,,Atlantic,New Jersey,,,,9/8/1983,,,,,39.41528,-74.52695
NJD981084767,Puchack Well Field,,Camden,New Jersey,,,,03/06/1998[69],,,,,39.977448,-75.066963
NJD000606442,Quanta Resources Corporation,,Bergen,New Jersey,,,,09/05/2002[70],,,,,40.804517,-73.993026
NJD047684451,"Radiation Technology, Inc. (RTI)",,Morris,New Jersey,,,,09/21/1984[71],,,,,40.959797,-74.529739
NJN000206276,Raritan Bay Slag,,Middlesex,New Jersey,,,,11/4/2009,,,,,40.464589,-74.258017
NJD980529713,Reich Farm,,Ocean,New Jersey,,,,09/08/1983[72],,,,,40.018873,-74.218644
NJD980529739,Ringwood Mines landfill site,,Passaic,New Jersey,,,,09/08/1983[73],,,,,41.142723,-74.269222
NJD980654115,Rockaway Borough Well Field,,Morris,New Jersey,,,,09/08/1983[74],,,,,40.903396,-74.50804
NJD980654214,Rockaway Township Wells,,Morris,New Jersey,,,,09/08/1983[75],,,,,40.970956,-74.489769
NJD980654156,Rocky Hill Municipal Wells,,Somerset,New Jersey,,,,09/08/1983[76],,,,,40.403187,-74.638872
NJD073732257,Roebling Steel,,Burlington,New Jersey,,,,09/08/1983[77],,,,,40.119668,-74.77302
NJD980505192,Rolling Knolls Landfill,,Morris,New Jersey,,,,09/23/2003[78],,,,,40.736796,-74.44312
NJD070565403,"Scientific Chemical Processing, Inc. (SCP Carlstadt)(Berrys Creek)",,Bergen,New Jersey,,,,09/08/1983[79],,,,,40.827103,-74.077153
NJD980505762,Sharkey Landfill,,Morris,New Jersey,,,,09/08/1983[80],,,,,40.848417,-74.350234
NJD002365930,Shieldalloy Corporation,,Gloucester,New Jersey,,,,09/21/1984[81],,,,,39.551934,-75.014686
NJD980766828,South Jersey Clothing Company,,Atlantic,New Jersey,,,,10/04/1989[82],,,,,39.551934,-75.014686
NJD002175057,"Standard Chlorine Chemical Company, Inc.",,Hudson,New Jersey,,,,9/19/2007,,,,,"40.749184, -74.103918","40.749184, -74.103918"
NJD041743220,Swope Oil & Chemical Company,,Camden,New Jersey,,,,07/22/1987[83],,,,,39.982334,-75.034156
NJD064263817,Syncon Resins,,Hudson,New Jersey,,,,09/08/1983[84],,,,,40.736684,-74.112377
NJD980654172,United States Radium Corporation,,Essex,New Jersey,,,,10/14/1985[85],,,,,40.781561,-74.228134
NJ0001120799,United States Avenue Burn,,Camden,New Jersey,,,,07/22/1999[86],,,,,39.830006,-74.965026
NJD002005106,Universal Oil Products (UOP) (Berrys Creek),,Bergen,New Jersey,,,,09/08/1983[87],,,,,41.220012,-74.07943
NJD980529879,Ventron/Velsicol (Berrys Creek),,Bergen,New Jersey,,,,09/21/1984[88],,,,,40.844554,-74.07943
NJD002385664,Vineland Chemical,,Cumberland,New Jersey,,,,09/21/1984[89],,,,,39.511428,-75.053943
NJ1891837980,W. R. Grace & Company,,Passaic,New Jersey,,,,09/08/1983[90],,,,,40.97,-74.270286
NJD054981337,"Waldick Aerospace Devices, Inc.",,Monmouth,New Jersey,,,,,,,,,40.142807,-74.060306
NJD986620995,Welsbach/General Gas Mantle,,Camden,New Jersey,,,,06/17/1996[91],,,,,39.902412,-75.126149
NJD980755623,White Chemical Company,,Essex,New Jersey,,,,09/25/1991[92],,,,,40.698751,-74.197802
NJSFN0204241,White Swan Cleaners/Sun Cleaners Area Ground Water,,Monmouth,New Jersey,,,,04/30/2003[93],,,,,40.135812,-74.062723
NJD980529945,Williams Property,,Cape May,New Jersey,,,,09/08/1983[94],,,,,39.120423,-74.801558
NJSFN0204260,Woodbrook Road Dump,,Middlesex,New Jersey,,,,04/30/2003[95],,,,,40.558574,-74.39685
NJD980505887,Woodland Township Route 532 Dump,,Burlington,New Jersey,,,,09/21/1984[96],,,,,39.820594,-74.529087
NJD980505879,Woodland Township Route 72 Dump,,Burlington,New Jersey,,,,09/21/1984[97],,,,,39.846684,-74.489037
NJD986643153,Zschiegner Refining Company,,Monmouth,New Jersey,,,,9/8/1983,,,,,40.145125,-74.199117
NMD980622864,AT&SF (Albuquerque),,Bernalillo,New Mexico,,"Groundwater contamination by dense, non-aqueous phase liquid containing organic 
compounds and soil contamination by PAHs and zinc from wood treatment plant 
which closed in 1972.[11]",10/14/1992,12/16/1994,–,–,–,,,
NMD043158591,AT&SF (Clovis),,Curry,New Mexico,,"Lake water, sediment and underlying soil was contaminated by boron, fluoride, 
chloride, phenolics, sulfate, petroleum hydrocarbons, dissolved solids and organic 
compounds.[12]",6/23/1981,9/8/1983,9/20/2000,–,3/17/2003,,,
NMD097960272,Cal West Metals (USSBA),,Socorro,New Mexico,,"Lead contamination of soil and battery casings from former operations on 
site.[13]",6/24/1988,3/31/1989,9/28/1995,–,12/20/1996,,,
NMD980749378,Cimarron Mining Corp.,,Lincoln,New Mexico,,"Groundwater contamination by inorganic compounds including cyanides and lead 
contamination of soil and sediment, from ore milling and precious metals 
extraction.[14]",6/24/1988,10/4/1989,9/24/1992,8/31/2000,–,,,
NMD981155930,Cleveland Mill,,Grant,New Mexico,,"Soil and groundwater contamination by arsenic, beryllium, cadmium, lead and 
zinc from former mining and milling operations. Runoff has acidified the 
Little Walnut Creek and contaminated it with metals.[15]",6/24/1988,3/31/1989,9/23/1999,–,7/23/2001,,,
NMD001829506,Eagle Picher Carefree Batteries,,Socorro,New Mexico,,"Groundwater contamination with TCE and DCE and soil contamination by lead, 
chromium and cadmium from former electronics and battery manufacture and 
municipal landfill.[16]",3/7/2007,9/19/2007,–,–,–,,,
NMD986668911,Fruit Avenue Plume,,Bernalillo,New Mexico,,"TCE contamination of groundwater, possibly from a former dry cleaning 
operation, in an aquifer that provides drinking water to Albuquerque.[17]",7/22/1999,10/23/1999,12/5/2006,–,–,,,
NM0007271768,Grants Chlorinated Solvents Plume,,Cibola,New Mexico,,"Groundwater contamination by PCE, with the possibility of vapor intrusion 
in buildings.[18]",3/8/2004,7/22/2004,–,–,–,,,
NMD0002271286,Griggs & Walnut Ground Water Plume,,Doña Ana,New Mexico,,"Groundwater, including that drawn by municipal wells, is contaminated by PCE
.[19]",1/11/2001,6/14/2001,–,–,–,,,
NMD007860935,Homestake Mining Company,,Cibola,New Mexico,,"Groundwater contamination by radium-226, selenium, uranium and radon from 
alkaline tailings from uranium ore milling.[20]",12/30/1982,9/8/1983,9/20/1996,–,–,,,
NMD980750020,Lee Acres Landfill (USDOI,,San Juan,New Mexico,,"Groundwater contamination by high concentrations of manganese and lower 
concentrations of nickel and VOCs including PCE and its decomposition 
products.[21]",6/24/1998,8/30/1990,8/11/2005,–,–,,,
